,Year_Birth,Education,ages,Marital_Status,PhD,Basic,2n Cycle,Master,Graduation,Income,single,married,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,months,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Spent,Total_Spent_Per_Month,TotalChildren,HasChildren
143,1974,PhD,42,Single,1,0,0,0,0,68352.0,1,0,0,1,28-08-2013,47,614,40,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,3,11,0,871,1451.6666666666667,1,1
144,1988,Graduation,28,Together,0,0,0,0,1,41883.0,0,1,1,0,19-03-2013,13,32,45,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,3,11,0,312,585.0,1,1
145,1976,Graduation,40,Married,0,0,0,0,1,59809.0,0,1,0,2,18-10-2012,36,598,50,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,3,11,0,877,1827.0833333333333,2,1
146,1975,Graduation,41,Married,0,0,0,0,1,23957.0,0,1,1,0,28-10-2012,47,2,50,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,3,11,1,68,141.66666666666666,1,1
147,1981,Graduation,35,Together,0,0,0,0,1,38547.0,0,1,1,0,28-08-2013,49,6,40,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,3,11,0,22,36.666666666666664,1,1
148,1973,2n Cycle,43,Married,0,0,1,0,0,35688.0,0,1,2,1,22-08-2012,94,73,52,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,211,457.1666666666667,3,1
149,1966,Master,50,Married,0,0,0,1,0,49605.0,0,1,0,0,21-06-2014,65,42,30,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,3,11,0,127,158.75,0,0
150,1953,Master,63,Married,0,0,0,1,0,59354.0,0,1,0,2,24-04-2014,59,295,32,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,3,11,0,459,612.0,2,1
151,1969,Graduation,47,Married,0,0,0,0,1,65747.0,0,1,0,1,07-03-2014,96,346,33,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,3,11,0,460,632.5,1,1
152,1972,2n Cycle,44,Together,0,0,1,0,0,46344.0,0,1,0,1,14-12-2012,28,233,48,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,3,11,0,429,858.0,1,1
153,1988,Graduation,28,Alone,0,0,0,0,1,34176.0,1,0,1,0,12-05-2014,12,5,31,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,89,114.95833333333333,1,1
154,1952,PhD,64,Together,1,0,0,0,0,61010.0,0,1,0,1,09-10-2012,57,888,50,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,1021,2127.0833333333335,1,1
155,1949,Graduation,67,Together,0,0,0,0,1,69372.0,0,1,0,0,19-02-2013,10,997,46,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,3,11,1,1381,2646.9166666666665,0,0
156,1958,Graduation,58,Single,0,0,0,0,1,49967.0,1,0,0,1,08-07-2013,4,212,41,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,306,522.75,1,1
157,1978,Graduation,38,Single,0,0,0,0,1,60199.0,1,0,1,2,12-09-2013,49,8,39,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,18,29.25,3,1
158,1977,Graduation,39,Together,0,0,0,0,1,55375.0,0,1,0,1,17-10-2013,3,42,38,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,3,11,0,162,256.5,1,1
159,1955,Graduation,61,Single,0,0,0,0,1,80317.0,1,0,0,0,20-08-2013,64,536,40,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,3,11,0,1231,2051.6666666666665,0,0
160,1958,Master,58,Single,0,0,0,1,0,30523.0,1,0,2,1,01-07-2013,0,5,41,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,13,22.208333333333332,3,1
161,1945,PhD,71,Married,1,0,0,0,0,70356.0,0,1,0,0,05-11-2012,20,1349,49,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,1706,3483.0833333333335,0,0
162,1984,Graduation,32,Married,0,0,0,0,1,23228.0,0,1,1,0,05-01-2014,91,53,35,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,121,176.45833333333334,1,1
163,1975,PhD,41,Divorced,1,0,0,0,0,74165.0,1,0,0,0,01-05-2013,9,1001,43,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,1293,2316.625,0,0
164,1973,PhD,43,Married,1,0,0,0,0,157243.0,0,1,0,1,01-03-2014,98,20,33,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,3,11,0,1608,2211.0,1,1
165,1966,Graduation,50,Together,0,0,0,0,1,43482.0,0,1,2,1,13-11-2013,83,18,37,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0,88,135.66666666666666,3,1
166,1953,Graduation,63,Divorced,0,0,0,0,1,62551.0,1,0,0,0,18-11-2013,27,125,37,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,3,11,0,421,649.0416666666666,0,0
167,1959,Graduation,57,Divorced,0,0,0,0,1,52332.0,1,0,0,0,28-08-2013,63,212,40,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0,259,431.6666666666667,0,0
168,1988,Graduation,28,Single,0,0,0,0,1,66951.0,1,0,0,0,02-11-2013,46,277,37,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,1117,1722.0416666666667,0,0
169,1957,Graduation,59,Together,0,0,0,0,1,26091.0,0,1,1,1,25-02-2014,84,15,34,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,89,126.08333333333333,2,1
170,1965,Graduation,51,Together,0,0,0,0,1,33456.0,0,1,1,1,21-04-2014,58,7,32,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,36,48.0,2,1
171,1982,Graduation,34,Married,0,0,0,0,1,28718.0,0,1,1,0,13-07-2013,78,12,41,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,57,97.375,1,1
172,1970,Graduation,46,Married,0,0,0,0,1,50447.0,0,1,2,0,21-04-2014,4,85,32,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,148,197.33333333333334,2,1
173,1959,PhD,57,Together,1,0,0,0,0,53537.0,0,1,1,1,30-01-2014,17,81,35,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,93,135.625,2,1
174,1967,Graduation,49,Single,0,0,0,0,1,52074.0,1,0,0,1,04-04-2014,77,59,32,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,119,158.66666666666666,1,1
175,1975,PhD,41,Married,1,0,0,0,0,80427.0,0,1,0,1,12-09-2012,56,1149,51,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,1835,3899.375,1,1
176,1948,PhD,68,Married,1,0,0,0,0,83837.0,0,1,0,0,16-12-2012,79,847,48,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,1318,2636.0,0,0
177,1970,PhD,46,Married,1,0,0,0,0,38853.0,0,1,1,1,23-05-2014,90,29,31,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,45,58.125,2,1
178,1959,Graduation,57,Together,0,0,0,0,1,38285.0,0,1,2,1,24-06-2014,96,2,30,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,10,12.5,3,1
179,1951,2n Cycle,65,Married,0,0,1,0,0,78497.0,0,1,0,0,01-12-2013,44,207,36,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,978,1467.0,0,0
180,1976,PhD,40,Married,1,0,0,0,0,51650.0,0,1,0,1,11-05-2014,81,152,31,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,191,246.70833333333334,1,1
181,1988,2n Cycle,28,Married,0,0,1,0,0,16248.0,0,1,1,0,10-05-2014,77,12,31,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,57,73.625,1,1
182,1946,Master,70,Married,0,0,0,1,0,66835.0,0,1,0,0,28-09-2013,21,620,39,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,1033,1678.625,0,0
183,1984,Master,32,Married,0,0,0,1,0,30477.0,0,1,1,0,22-01-2014,16,47,35,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,66,96.25,1,1
184,1961,Basic,55,Married,0,1,0,0,0,28249.0,0,1,0,0,15-06-2014,80,1,30,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,43,53.75,0,0
185,1983,Graduation,33,Married,0,0,0,0,1,25271.0,0,1,1,0,05-12-2012,45,10,48,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,50,100.0,1,1
186,1970,PhD,46,Single,1,0,0,0,0,32303.0,1,0,0,1,08-03-2014,63,35,33,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,39,53.625,1,1
187,1966,Graduation,50,Married,0,0,0,0,1,61286.0,0,1,0,1,02-08-2013,34,356,40,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,608,1013.3333333333334,1,1
188,1976,Graduation,40,Married,0,0,0,0,1,74068.0,0,1,0,0,19-03-2013,14,783,45,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,1581,2964.375,0,0
189,1964,PhD,52,Married,1,0,0,0,0,45759.0,0,1,1,1,23-02-2013,13,42,46,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,68,130.33333333333334,2,1
190,1978,Basic,38,Together,0,1,0,0,0,24882.0,0,1,1,0,09-09-2012,52,1,51,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,80,170.0,1,1
191,1989,PhD,27,Together,1,0,0,0,0,66973.0,0,1,0,0,17-05-2013,98,466,43,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,1282,2296.9166666666665,0,0
192,1900,2n Cycle,116,Divorced,0,0,1,0,0,36640.0,1,0,1,0,26-09-2013,99,15,39,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0,65,105.625,1,1
193,1988,Graduation,28,Married,0,0,0,0,1,38872.0,0,1,1,0,30-05-2013,93,23,43,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,91,163.04166666666666,1,1
194,1973,Graduation,43,Married,0,0,0,0,1,51148.0,0,1,1,1,18-02-2013,38,235,46,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,315,603.75,2,1
195,1977,Graduation,39,Married,0,0,0,0,1,31353.0,0,1,1,1,29-12-2013,24,10,36,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,31,46.5,2,1
196,1980,Master,36,Married,0,0,0,1,0,69661.0,0,1,0,0,13-05-2014,80,656,31,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,834,1077.25,0,0
197,1954,Graduation,62,Married,0,0,0,0,1,80067.0,0,1,0,0,19-09-2013,82,519,39,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,1600,2600.0,0,0
198,1954,Graduation,62,Married,0,0,0,0,1,86718.0,0,1,0,0,17-01-2013,20,344,47,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,1270,2487.0833333333335,0,0
199,1973,PhD,43,Single,1,0,0,0,0,46854.0,1,0,1,1,31-03-2014,81,96,33,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,263,361.625,2,1
200,1952,Graduation,64,Divorced,0,0,0,0,1,69142.0,1,0,0,1,29-06-2014,50,448,30,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,535,668.75,1,1
201,1968,Graduation,48,Single,0,0,0,0,1,75922.0,1,0,0,0,09-12-2013,60,265,36,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,1295,1942.5,0,0
202,1978,Graduation,38,Divorced,0,0,0,0,1,63693.0,1,0,0,1,14-10-2013,63,587,38,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,1150,1820.8333333333333,1,1
203,1977,PhD,39,Together,1,0,0,0,0,102160.0,0,1,0,0,02-11-2012,54,763,49,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,1240,2531.6666666666665,0,0
204,1965,PhD,51,Single,1,0,0,0,0,40637.0,1,0,1,1,17-07-2013,72,22,41,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,38,64.91666666666667,2,1
205,1984,Master,32,Single,0,0,0,1,0,18890.0,1,0,0,0,10-11-2012,5,6,49,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,35,71.45833333333333,0,0
206,1988,Graduation,28,Together,0,0,0,0,1,29604.0,0,1,1,0,08-12-2013,88,7,36,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,53,79.5,1,1
207,1963,Master,53,Divorced,0,0,0,1,0,48721.0,1,0,1,1,13-05-2013,50,81,43,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,293,524.9583333333334,2,1
208,1966,Graduation,50,Married,0,0,0,0,1,44794.0,0,1,0,1,08-06-2014,99,54,30,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,65,81.25,1,1
209,1954,Graduation,62,Divorced,0,0,0,0,1,64497.0,1,0,0,1,10-09-2012,17,1170,51,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,1804,3833.5,1,1
210,1956,Graduation,60,Together,0,0,0,0,1,46097.0,0,1,0,1,31-03-2013,11,72,45,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,241,451.875,1,1
211,1954,Graduation,62,Together,0,0,0,0,1,77972.0,0,1,0,0,18-03-2014,18,613,33,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,1101,1513.875,0,0
212,1968,PhD,48,Married,1,0,0,0,0,44377.0,0,1,1,1,05-10-2012,70,224,50,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,264,550.0,2,1
213,1974,Master,42,Together,0,0,0,1,0,46014.0,0,1,1,1,21-01-2013,21,410,47,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,541,1059.4583333333333,2,1
214,1985,Graduation,31,Married,0,0,0,0,1,70951.0,0,1,0,0,04-05-2013,66,239,43,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,1198,2146.4166666666665,0,0
215,1977,Graduation,39,Married,0,0,0,0,1,41443.0,0,1,1,0,01-04-2014,79,171,32,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,482,642.6666666666666,1,1
216,1978,2n Cycle,38,Single,0,0,1,0,0,52195.0,1,0,2,1,12-05-2014,2,12,31,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,17,21.958333333333332,3,1
217,1948,Master,68,Married,0,0,0,1,0,83790.0,0,1,0,0,15-11-2013,81,1076,37,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,1615,2489.7916666666665,0,0
218,1954,Master,62,Widow,0,0,0,1,0,44551.0,1,0,0,1,31-08-2013,24,182,40,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,285,475.0,1,1
219,1980,Graduation,36,Together,0,0,0,0,1,69508.0,0,1,1,0,14-11-2012,48,824,49,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,1135,2317.2916666666665,1,1
220,1988,2n Cycle,28,Together,0,0,1,0,0,45204.0,0,1,1,0,11-04-2014,93,30,32,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,114,152.0,1,1
221,1969,Graduation,47,Married,0,0,0,0,1,72460.0,0,1,0,0,14-11-2013,56,377,37,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,1047,1614.125,0,0
222,1970,PhD,46,Together,1,0,0,0,0,77622.0,0,1,0,2,14-04-2014,3,520,32,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,714,952.0,2,1
223,1980,PhD,36,Married,1,0,0,0,0,30732.0,0,1,1,0,05-01-2013,44,155,47,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,185,362.2916666666667,1,1
224,1962,Graduation,54,Divorced,0,0,0,0,1,63887.0,1,0,0,1,08-09-2012,38,897,51,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1245,2645.625,1,1
225,1978,Graduation,38,Together,0,0,0,0,1,42011.0,0,1,1,0,26-03-2013,46,131,45,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,189,354.375,1,1
226,1976,Graduation,40,Together,0,0,0,0,1,51369.0,0,1,0,1,25-10-2012,84,297,50,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,576,1200.0,1,1
227,1952,Graduation,64,Divorced,0,0,0,0,1,51537.0,1,0,0,1,09-12-2012,27,787,48,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,1103,2206.0,1,1
228,1972,PhD,44,Married,1,0,0,0,0,79930.0,0,1,0,0,08-08-2012,72,792,52,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,1753,3798.1666666666665,0,0
229,1986,PhD,30,Together,1,0,0,0,0,34320.0,0,1,1,0,16-02-2014,66,4,34,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,17,24.083333333333332,1,1
230,1966,Graduation,50,Single,0,0,0,0,1,37070.0,1,0,1,1,20-03-2013,30,231,45,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,433,811.875,2,1
231,1962,2n Cycle,54,Divorced,0,0,1,0,0,81975.0,1,0,0,1,05-01-2013,2,983,47,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,1588,3109.8333333333335,1,1
232,1971,Graduation,45,Together,0,0,0,0,1,38590.0,0,1,1,0,15-05-2013,65,3,43,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,22,39.416666666666664,1,1
233,1951,Graduation,65,Single,0,0,0,0,1,15033.0,1,0,0,0,16-04-2014,37,0,32,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,19,25.333333333333332,0,0
234,1965,PhD,51,Married,1,0,0,0,0,62745.0,0,1,0,1,23-03-2013,89,562,45,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,1117,2094.375,1,1
235,1975,2n Cycle,41,Married,0,0,1,0,0,22212.0,0,1,1,0,09-12-2013,49,5,36,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,69,103.5,1,1
236,1982,Master,34,Together,0,0,0,1,0,23661.0,0,1,1,0,04-12-2013,46,18,36,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,23,34.5,1,1
237,1958,PhD,58,Single,1,0,0,0,0,79761.0,1,0,0,1,04-10-2013,32,415,38,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,605,957.9166666666666,1,1
238,1973,Graduation,43,Single,0,0,0,0,1,7500.0,1,0,1,0,26-12-2013,54,5,36,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,57,85.5,1,1
239,1893,2n Cycle,123,Single,0,0,1,0,0,60182.0,1,0,0,1,17-05-2014,23,8,31,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0,22,28.416666666666668,1,1
240,1968,Graduation,48,Widow,0,0,0,0,1,73455.0,1,0,0,0,28-10-2013,98,901,38,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,2088,3306.0,0,0
241,1958,Graduation,58,Together,0,0,0,0,1,64961.0,0,1,0,1,23-12-2012,97,382,48,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,1009,2018.0,1,1
242,1971,Graduation,45,Single,0,0,0,0,1,22804.0,1,0,1,0,31-07-2013,75,14,41,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,26,44.416666666666664,1,1
243,1990,Graduation,26,Married,0,0,0,0,1,73687.0,0,1,0,0,28-11-2013,8,559,37,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,1627,2508.2916666666665,0,0
244,1958,Graduation,58,Married,0,0,0,0,1,61074.0,0,1,0,1,17-08-2012,37,789,52,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,1102,2387.6666666666665,1,1
245,1964,PhD,52,Married,1,0,0,0,0,31686.0,0,1,1,1,05-06-2014,31,11,30,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,17,21.25,2,1
246,1972,Graduation,44,Married,0,0,0,0,1,80134.0,0,1,1,0,20-05-2013,40,1218,43,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,1690,3027.9166666666665,1,1
247,1953,Graduation,63,Married,0,0,0,0,1,75027.0,0,1,0,1,09-01-2013,74,925,47,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,1390,2722.0833333333335,1,1
248,1988,PhD,28,Married,1,0,0,0,0,67546.0,0,1,0,0,31-08-2012,90,864,52,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,2126,4606.333333333333,0,0
249,1969,Master,47,Together,0,0,0,1,0,65176.0,0,1,0,1,29-10-2012,57,960,50,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,1531,3189.5833333333335,1,1
250,1975,Master,41,Single,0,0,0,1,0,31160.0,1,0,1,0,16-09-2013,59,16,39,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,64,104.0,1,1
251,1985,Graduation,31,Single,0,0,0,0,1,29938.0,1,0,1,0,27-10-2013,52,3,38,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,26,41.166666666666664,1,1
252,1974,Graduation,42,Divorced,0,0,0,0,1,102692.0,1,0,0,0,05-04-2013,5,168,44,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,1112,2038.6666666666667,0,0
253,1958,2n Cycle,58,Together,0,0,1,0,0,26490.0,0,1,0,0,22-09-2012,92,45,51,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,210,446.25,0,0
254,1967,Graduation,49,Together,0,0,0,0,1,75702.0,0,1,1,1,29-08-2012,77,650,52,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,1148,2487.3333333333335,2,1
255,1974,PhD,42,Single,1,0,0,0,0,30899.0,1,0,1,0,13-10-2012,35,24,50,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,33,68.75,1,1
256,1961,PhD,55,Together,1,0,0,0,0,63342.0,0,1,0,1,16-10-2012,48,918,50,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,1101,2293.75,1,1
257,1964,Graduation,52,Single,0,0,0,0,1,45989.0,1,0,0,1,22-10-2012,97,138,50,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,322,670.8333333333334,1,1
258,1964,Graduation,52,Single,0,0,0,0,1,18701.0,1,0,1,1,04-06-2013,95,12,42,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,44,77.0,2,1
259,1957,PhD,59,Single,1,0,0,0,0,40737.0,1,0,2,1,08-12-2013,24,11,36,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,17,25.5,3,1
260,1979,Graduation,37,Divorced,0,0,0,0,1,15287.0,1,0,1,0,10-10-2012,60,1,50,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,31,64.58333333333333,1,1
261,1968,PhD,48,Divorced,1,0,0,0,0,69674.0,1,0,0,2,22-05-2013,46,554,43,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,845,1513.9583333333333,2,1
262,1970,Master,46,Married,0,0,0,1,0,44159.0,0,1,1,0,17-06-2014,85,167,30,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,275,343.75,1,1
263,1978,PhD,38,Married,1,0,0,0,0,37717.0,0,1,1,0,23-11-2012,31,9,49,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,25,51.041666666666664,1,1
264,1952,Master,64,Together,0,0,0,1,0,43776.0,0,1,1,1,03-02-2013,9,177,46,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,275,527.0833333333334,2,1
265,1966,Master,50,Married,0,0,0,1,0,38179.0,0,1,1,1,14-03-2013,30,38,45,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,90,168.75,2,1
266,1963,Graduation,53,Married,0,0,0,0,1,80124.0,0,1,0,0,26-06-2014,47,483,30,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,1495,1868.75,0,0
267,1970,PhD,46,Married,1,0,0,0,0,38097.0,0,1,1,1,15-10-2012,70,77,50,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,184,383.3333333333333,2,1
268,1970,Graduation,46,Married,0,0,0,0,1,72940.0,0,1,0,0,19-06-2013,13,182,42,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,981,1716.75,0,0
269,1970,Graduation,46,Together,0,0,0,0,1,22070.0,0,1,1,0,04-10-2013,11,10,38,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,67,106.08333333333333,1,1
270,1953,Graduation,63,Single,0,0,0,0,1,69267.0,1,0,0,0,22-09-2012,31,778,51,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,1635,3474.375,0,0
271,1983,Master,33,Single,0,0,0,1,0,31788.0,1,0,1,0,20-03-2014,15,16,33,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,60,82.5,1,1
272,1975,PhD,41,Together,1,0,0,0,0,61905.0,0,1,0,1,04-02-2014,2,167,34,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,231,327.25,1,1
273,1960,Graduation,56,Married,0,0,0,0,1,29315.0,0,1,1,1,06-04-2014,55,13,32,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,48,64.0,2,1
274,1963,Graduation,53,Divorced,0,0,0,0,1,33378.0,1,0,1,1,06-02-2013,38,33,46,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,99,189.75,2,1
275,1963,PhD,53,Together,1,0,0,0,0,66313.0,0,1,0,1,16-09-2013,86,625,39,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,770,1251.25,1,1
276,1956,Graduation,60,Single,0,0,0,0,1,60714.0,1,0,0,0,17-01-2013,56,216,47,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,957,1874.125,0,0
277,1981,Master,35,Together,0,0,0,1,0,77882.0,0,1,0,0,30-04-2014,29,68,32,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,818,1090.6666666666667,0,0
